TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Revenue,Total_Cost,Profit
68258,2024-02-12,Noida City Centre,Noida City Centre,2.48,34.24,15.41,17.0,Tourist Card,maintenance,582.08,261.97,320.11
107675,2024-01-22,Kashmere Gate,Kalkaji Mandir,16.0,103.1,88.71,20.0,Smart Card,,2062.0,1774.1999999999998,287.8000000000002
7256,2023-08-28,Noida City Centre,Punjabi Bagh,4.07,85.14,48.67,21.0,Smart Card,maintenance,1787.94,1022.07,765.87
9457,2023-02-21,Mandi House,Kirti Nagar,2.61,165.8,67.63,21.0,Tourist Card,,3481.8,1420.23,2061.57
214,2022-09-03,Noida City Centre,Inderlok,8.59,144.28,39.76,16.0,Smart Card,weekend,2308.48,636.16,1672.3200000000002
50197,2022-02-07,Inderlok,Model Town,11.2,33.81,97.58,13.0,Smart Card,maintenance,439.53000000000003,1268.54,-829.01
40209,2024-12-20,Laxmi Nagar,Chandni Chowk,1.91,14.85,76.13,23.0,Tourist Card,weekend,341.55,1750.9899999999998,-1409.4399999999998
144279,2022-05-14,  laxmi nagar ,Mandi House,8.43,133.65,111.87,14.0,Smart Card,festival,1871.1000000000001,1566.18,304.9200000000001
114574,2023-12-28,Rajiv Chowk,Inderlok,7.18,114.65,36.17,13.0,Tourist Card,,1490.45,470.21000000000004,1020.24
3470,2022-07-05,Mandi House,Kalkaji Mandir,4.39,126.52,80.72,19.0,Single,,2403.88,1533.68,870.2
70365,2023-05-18,Chandni Chowk,Kirti Nagar,7.2,59.74,102.11,13.0,Tourist Card,peak,776.62,1327.43,-550.8100000000001
